date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-02-12 14:36:09,Direita_Ja_2018,oswaldojor,0,0,3,"Deu um furo pela reportagem. KKKK",,,,1227602293027037184,https://twitter.com/Direita_Ja_2018/status/1227602293027037184
2020-02-12 14:35:40,ElielVandelan,MBLivre,0,1,1,"MBL, acabou. Ela deu ou não deu o furo?",,,,1227602174596833287,https://twitter.com/ElielVandelan/status/1227602174596833287
2020-02-12 14:33:19,Lou_novak,Rconstantino,0,2,14,"Não foram os bolsonaristas que deu este espetáculo furo. Continua sendo os esquertistas. O fato de tudo foi a fake news da jornalista e folha de São Paulo mentirem sobre Bolsonaro para prejudicá-lo no meio da campanha eleitoral.",,,,1227601580570050561,https://twitter.com/Lou_novak/status/1227601580570050561
2020-02-12 14:31:17,MarcoBasile1,veramagalhaes,1,0,1,"De QQ jeito, a folha mentiu, a repórter mentiu e o negão deu a letra. É só apertar que alguém na folha da o furo.",,,,1227601068382654464,https://twitter.com/MarcoBasile1/status/1227601068382654464
2020-02-12 14:29:48,Jocelio01,camposmello,2,1,9,"O especialista, leitor, ouvinte, o povo quer saber: Deu o furo ou não?",,,,1227600698830970880,https://twitter.com/Jocelio01/status/1227600698830970880
2020-02-12 14:26:18,celmagnani,zikab17,0,0,0,"Só que a repórter da Foice de São Paulo não deu o furo!",,,,1227599816382963712,https://twitter.com/celmagnani/status/1227599816382963712
2020-02-12 14:20:48,JoelCar61187857,esquerdeando,0,0,0,"Uma trepada por uma materia? Deu o furo ou não deu o furo?",,,,1227598430299705344,https://twitter.com/JoelCar61187857/status/1227598430299705344
2020-02-12 14:13:29,RicPGuim,Lets_Dex,0,0,0,"Será que a Verinha também deu muito furo em Brasília e SP?",,,,1227596591705591809,https://twitter.com/RicPGuim/status/1227596591705591809
2020-02-12 14:11:18,reclamadoria,Rogerio22022,0,0,0,"Quer dizer que quando se vê um Jornalista Mancando é porque DEU O FURO?! ",,,,1227596042918617088,https://twitter.com/reclamadoria/status/1227596042918617088
2020-02-12 14:10:23,iosef65194313,Valdecirdelecl1,0,0,0,"Tem que meter um processo nessa jornazista que deu seu furo. ",,,,1227595810529054722,https://twitter.com/iosef65194313/status/1227595810529054722
2020-02-12 14:10:12,Tuiuiu14,camposmello,0,0,3,"E o FURO !!! Deu , nao Deu ??? E isso q importa",,,,1227595766061043713,https://twitter.com/Tuiuiu14/status/1227595766061043713
2020-02-12 14:09:30,Ronies02,profpaulamarisa,0,0,0,"Deu o furo, o caneco e pagou um boquete, tudo pela Foia de São Paulo , eita Jornalzinho maldito!",,,,1227595588914511872,https://twitter.com/Ronies02/status/1227595588914511872
2020-02-12 14:07:33,Cristia30960891,veramagalhaes,0,0,0,"Lógico que estão juntas, até aí qual a novidade? Já há muito sabemos que você tem um lado, agora porque você não trabalha em outro ramo, porque credibilidade vc não tem, afinal vc já deu um FURO de reportagem também?",,,,1227595098239766528,https://twitter.com/Cristia30960891/status/1227595098239766528
2020-02-12 14:02:37,FabioAlexander_,folha,0,0,0,"Mentira tem Petra curta ! SIFÚ ! Levaram o cara para caluniar #BolsonaroAte2026 e o cara entregou ó #ptnuncamais ! Que furo, a #PatriciaDeuOFuro deixou de dar ! Quase deu !",,,#BolsonaroAte2026 #ptnuncamais #PatriciaDeuOFuro,1227593854423052290,https://twitter.com/FabioAlexander_/status/1227593854423052290
2020-02-12 14:02:22,CopleEdna,camposmello,0,0,2,"Deu ou não deu o furo? Kkkkkkkkkkkkkkkk",,,,1227593793785991173,https://twitter.com/CopleEdna/status/1227593793785991173
2020-02-12 13:59:35,svil2019,renatak72,0,0,0,"A minha dúvida é simples: ela deu o furo ou não?",,,,1227593092439715840,https://twitter.com/svil2019/status/1227593092439715840
2020-02-12 13:58:13,pasant_99,MiriamLeitaoCom,0,0,0,"Voces são a escória do jornalismo. Já a petista que se diz jornalista, deu o furo pra tentar um furo e se fudeu.",,,,1227592746871009280,https://twitter.com/pasant_99/status/1227592746871009280
2020-02-12 13:56:22,aldofla,pedrodoria,0,0,1,"O nível é tão bom que ela mesma está desmentindo a matéria que publicou em 2018. KKKKKKKKKKKKKKKKKKKK E aí, deu o furo ou não ?? A matéria dela é mentirosa ou não ???",,,,1227592285145247754,https://twitter.com/aldofla/status/1227592285145247754
2020-02-12 13:54:15,DarlonCavalcan3,RenovaMidia,0,0,0,"Folha vivendo o revés kkkkk ela deu ou não o furo?",,,,1227591752191762432,https://twitter.com/DarlonCavalcan3/status/1227591752191762432
2020-02-12 13:54:06,mherik,camposmello,0,0,0,"Ué, agora sua fonte é mentirosa? Mas e na época que te deu o furo? Ta entrando em contradição jornas.",,,,1227591713037967363,https://twitter.com/mherik/status/1227591713037967363
2020-02-12 13:52:20,RolexCubano,,0,0,0,"New Left saindo em defesa da Jornalista Mentirosa que deu o furo e também defendem a Folha... estamos de olho!! ",,,,1227591269356113925,https://twitter.com/RolexCubano/status/1227591269356113925
2020-02-12 13:51:43,PCM76162981,folha,0,0,0,"Quer dizer que a jornalista deu o furo?kkkkkkkkkkk",,,,1227591114019962883,https://twitter.com/PCM76162981/status/1227591114019962883
2020-02-12 13:50:41,RicardoHexa17,veramagalhaes,0,0,0,"Já deu o furo alguma vez, @veramagalhaes?",,@veramagalhaes,,1227590854510026756,https://twitter.com/RicardoHexa17/status/1227590854510026756
2020-02-12 13:48:00,Darknes49368947,visaomacro,0,0,0,"To achando que a @veramagalhaes já deu o furo jornalístico",,@veramagalhaes,,1227590179289993217,https://twitter.com/Darknes49368947/status/1227590179289993217
2020-02-12 13:47:36,lmsadvocacia,xicograziano,0,0,0,"E deu nova significação à expressão ""dar o furo jornalístico"" Hahahahahahaha",,,,1227590075556487177,https://twitter.com/lmsadvocacia/status/1227590075556487177
2020-02-12 13:40:18,vitofeliccio,0Vigilante0,0,0,1,"Mas ele não deu o furo ",,,,1227588239827099648,https://twitter.com/vitofeliccio/status/1227588239827099648
